"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000146592",3.3574203596595,-2.8146409656414,0.748420024054438,-3.76077720421424,0.000169386248618414,0.0167306066617837
"ENSG00000198976",72.421899682495,-2.06618285751241,0.55106459513256,-3.74943858807585,0.000177230890260442,0.0169120324095981
"ENSG00000176986",13.1965544197485,1.75034035644963,0.466406194770113,3.75282398921043,0.000174853627800312,0.0169120324095981
"ENSG00000134001",4.05930875495857,2.52419521844066,0.675008122250116,3.73950347445649,0.000184384099769277,0.0170568733176225
"ENSG00000279602",8.93778546734095,1.72934407368617,0.462524272609659,3.73892609771341,0.000184808041274418,0.0170568733176225
"ENSG00000199575",43.1853837271846,3.47307858227662,0.931316533681081,3.72921392101682,0.000192078037747868,0.0174419250406531
"ENSG00000201839",85.1048379000109,3.55009132055197,0.954304842428025,3.72008100841187,0.000199158887734717,0.0177978498086739
"ENSG00000010292",4.4687731198894,2.3090938148628,0.621662659416588,3.71438396674784,0.000203699308152494,0.0179191735140397
"ENSG00000117632",11.1013398164093,1.51391798570436,0.408477376855045,3.70624683638625,0.000210353297254601,0.0182198317468216
"ENSG00000089685",1.9096517378784,3.98172957676457,1.07555621557626,3.70201902894611,0.000213890571812581,0.0182455139288611
"ENSG00000136279",3.61473738931763,-2.51145028351453,0.681847263045182,-3.68330331385096,0.000230230939979677,0.0193462715236654
"ENSG00000207175",24.6966613798896,-1.38691510371217,0.377666786413166,-3.6723247942563,0.000240353932499679,0.0198998917643116
"ENSG00000251562",147.336306548019,-1.13361749820434,0.309627536778286,-3.66122958571377,0.00025100770050169,0.0202396327445809
"ENSG00000242265",7.35949735429604,2.04582764609181,0.558881098959783,3.6605776253654,0.000251647298778093,0.0202396327445809
"ENSG00000092841",31.0087506437793,-1.16864161063135,0.319812480609667,-3.65414635602568,0.000258039053388201,0.020461406627825
"ENSG00000140612",14.3331580880118,1.3867254591674,0.380026550808182,3.64902256491902,0.000263239983607546,0.0205839042737567
"ENSG00000199347",13.4208219971129,1.75678909382001,0.482653978949962,3.63985208956941,0.00027279469496553,0.0209996846141358
"ENSG00000133935",4.24346811151028,2.65499388719632,0.730336035782745,3.63530451342279,0.000277652471804199,0.0209996846141358
"ENSG00000067955",3.33146625340326,2.92660118379193,0.805479193918267,3.6333665796573,0.000279747130738931,0.0209996846141358
"ENSG00000207705",7.39874919233007,-1.767838606596,0.48808816172411,-3.62196575379195,0.000292372833896557,0.0213773903225665
"ENSG00000266038",4.44526471430746,-2.32506154790401,0.641344871819017,-3.62529061986501,0.000288636674104978,0.0213773903225665
"ENSG00000114346",7.10887860173604,1.6609128061588,0.459587441048326,3.61392122110697,0.000301600735492107,0.0217693864207764
"ENSG00000155561",3.49720629767162,2.67790167550052,0.741810670796335,3.60995302564978,0.00030625246173064,0.0218253336651076
"ENSG00000058804",3.43732520909823,2.72510645820885,0.756935296409853,3.60018415197975,0.000317991889098983,0.022102399205275
"ENSG00000207093",151.344950483455,3.31747019154923,0.921205098148472,3.60122864953419,0.000316716875124857,0.022102399205275
"ENSG00000143033",1.70122609945848,3.8061092825603,1.06130187180897,3.58626455267893,0.000335448655455054,0.0227539268700236
"ENSG00000124207",7.69835934602258,1.68939622758109,0.470676827069683,3.58929127252526,0.000331578197800148,0.0227539268700236
"ENSG00000078018",6.7752129526578,-1.70829216133704,0.477481662958726,-3.5777125989542,0.00034661426705183,0.0232314086131167
"ENSG00000200949",22.2566191192842,3.87109419185776,1.08468317022948,3.56887089069409,0.00035852304073432,0.0237468790509908
"ENSG00000242360",4.04654309198769,-2.45533651280794,0.693463486819123,-3.54068607717247,0.000399088109039375,0.0261263494638568
"ENSG00000208037",26571.0587517078,-1.60822360700485,0.45462265510654,-3.53749112355161,0.000403947763511844,0.026140527684732
"ENSG00000222370",81.02733740294,-1.53521316993966,0.435567592027842,-3.52462671245186,0.000424079935526505,0.0271314776933434
"ENSG00000111859",2.61039347288741,-3.13406298918495,0.890749061962342,-3.51845780480592,0.000434062837673579,0.0274581323157556
"ENSG00000215182",5.25809997049952,2.06592122763776,0.590116555438414,3.50086980037855,0.000463742347248439,0.0286908726924034
"ENSG00000090615",10.7508288180149,-1.37307082158511,0.391926753835165,-3.50338630407097,0.000459382718230167,0.0286908726924034
"ENSG00000164104",4.85963110259644,2.03119457550062,0.582920063413483,3.4845164937475,0.000493027074262629,0.0298466927752538
"ENSG00000207563",1983.78896449424,-1.63538223965456,0.469155391595144,-3.48580080065627,0.000490666231881428,0.0298466927752538
"ENSG00000183337",5.23644745397069,1.94104295608094,0.558542161974683,3.47519504923054,0.000510482030942871,0.0305746152575358
"ENSG00000277775",5.16881844908482,2.05644394693999,0.592966294904854,3.4680621219288,0.000524226088451933,0.0310672934524672
"ENSG00000161800",1.65609652517203,3.75093734520936,1.08735128581603,3.44960951822885,0.000561397959875469,0.0321534273383374
"ENSG00000100426",6.54837246625036,-1.68185254889049,0.487017937213573,-3.45336879892566,0.000553631540111177,0.0321534273383374
"ENSG00000164032",5.44448301582282,1.9505538121832,0.56575634904603,3.44769230689536,0.000565397745381066,0.0321534273383374
"ENSG00000207990",16696.2071706947,-1.81166275402172,0.525190764673329,-3.44953277148463,0.000561557565248852,0.0321534273383374
"ENSG00000207713",22354.1858446655,-1.60606568709624,0.466598556911457,-3.44207169805074,0.000577277221541258,0.032178918388884
"ENSG00000201943",31.4966736367527,3.82580476478712,1.11068320105821,3.44455085045138,0.000572009029862555,0.032178918388884
"ENSG00000174442",2.55357847919554,3.22529326816603,0.939687366278989,3.43230459821725,0.000598474977092277,0.0330334717747992
"ENSG00000221406",114.933996476549,-1.44161959325648,0.420936294563537,-3.42479280564599,0.000615268449103776,0.0333073208505217
"ENSG00000137673",2.59392963463795,3.38690965894296,0.988694451378794,3.42563838020908,0.00061335640211379,0.0333073208505217
"ENSG00000121060",20.4492772571128,-1.34291010898976,0.392460696945855,-3.42176966876005,0.000622149943175166,0.033359087429297
"ENSG00000272034",66.7792975552145,-1.14290563448482,0.33540972270038,-3.40749106878388,0.000655630541304528,0.0348226410145707
"ENSG00000265972",5.26783220447594,1.86046332303117,0.549107684432691,3.38815750676172,0.000703638449852148,0.0351532219808325
"ENSG00000211491",2.67476407911301,-3.05600847883979,0.898281885758794,-3.40205956202526,0.000668800601097293,0.0351532219808325
"ENSG00000252326",28.8483136626813,3.62316287757872,1.06788521789813,3.39283924606619,0.000691722193135146,0.0351532219808325
"ENSG00000199960",6.06170724024306,5.12198905975293,1.51206705133699,3.38740868351308,0.000705562004233405,0.0351532219808325
"ENSG00000274452",45.7464465086355,-1.24108174391969,0.366328461602265,-3.38789330889384,0.000704316556244668,0.0351532219808325
"ENSG00000138778",2.07050284769285,3.48536451775855,1.02743796379537,3.39228706800319,0.00069311781062975,0.0351532219808325
"ENSG00000001626",7.19152578557651,-1.62836305253866,0.479666006085262,-3.39478518777754,0.000686824663439518,0.0351532219808325
"ENSG00000124575",2.812207266299,2.98287893208609,0.882987035814642,3.37816843407456,0.00072970370681825,0.0360371216612872
"ENSG00000200478",1.99404043522934,3.80932320533299,1.13052680290397,3.36951162550771,0.000753015146230777,0.0362348313955494
"ENSG00000153574",7.54805085576672,-1.72486719700244,0.511785147799465,-3.3702955320585,0.000750876070861581,0.0362348313955494
"ENSG00000163781",6.81101148221197,1.82077070987454,0.540322681453443,3.3697839686773,0.000752271352506488,0.0362348313955494
"ENSG00000060237",11.0821827895493,1.27931126007142,0.383121059653071,3.33918281921093,0.000840252456205195,0.0400900112579258
"ENSG00000207442",56.6280043308161,3.80632611499812,1.1449755459857,3.32437328320517,0.000886174948960407,0.0412327682863396
"ENSG00000198973",1943.66561454256,-1.46098072336141,0.438937521023372,-3.32844802138394,0.000873312997297358,0.0412327682863396
"ENSG00000142192",54.4993506247275,-1.0824113674596,0.325514439616229,-3.32523303339699,0.000883446610479905,0.0412327682863396
"ENSG00000074527",6.3411286617937,-1.58339206178541,0.47694260824437,-3.31987965515156,0.000900562605256169,0.0415587497343625
"ENSG00000266531",2.65065378875563,2.86010284994055,0.862982950597116,3.31420551004117,0.000919039324276567,0.0420665967128217
"ENSG00000196924",65.670604391136,-0.974041564736448,0.29414359705464,-3.31144915099244,0.000928141061024022,0.0421405981739133
"ENSG00000199934",8.17328273812377,-1.51897993298437,0.459387760006609,-3.30653113823171,0.000944588513542171,0.0422066137400192
"ENSG00000100867",2.2833568048487,4.65318425217305,1.40680100096061,3.30763501660556,0.000940873453041463,0.0422066137400192
"ENSG00000243700",4.79555487503315,-2.00407789273472,0.606796001391545,-3.30272099377523,0.00095751605862387,0.0424448350798782
"ENSG00000279988",6.93160919742591,-1.75225080911206,0.530898615097605,-3.30053754009116,0.000964998026682843,0.0424448350798782
"ENSG00000170017",18.0878421402158,-1.14183696217629,0.346806898562654,-3.29242863077019,0.000993261039039927,0.0433492996108123
"ENSG00000101972",9.21469940170824,1.4301140987382,0.435047763119144,3.28725767599578,0.00101168216637738,0.0438136199746511
"ENSG00000138760",10.8489596000985,-1.25952537647816,0.384168463474225,-3.27857566726754,0.00104332389008963,0.0448390343603405
"ENSG00000207730",30240.2295672349,-1.72132253210079,0.525938220125107,-3.27286070156934,0.00106464932849126,0.0448395768173669
"ENSG00000227036",3.31989285286748,-2.38042259814441,0.727318658278899,-3.27287437363062,0.0010645978333533,0.0448395768173669
"ENSG00000152990",22.9674227684167,-1.26286240946287,0.385939588963232,-3.27217638609028,0.00106722971465847,0.0448395768173669
"ENSG00000212607",38.9410934411414,-1.41604945493683,0.437264958103746,-3.23842427501555,0.00120191922967803,0.0493718962978269
"ENSG00000201679",25.6807006867637,4.14784114709207,1.28159437740758,3.23646952593719,0.00121018147230908,0.0493718962978269
"ENSG00000212232",372.911438174817,-1.22829654258189,0.378836226064537,-3.24228903698519,0.00118573699034154,0.0493718962978269
"ENSG00000199165",38.853033517606,-1.32899720968393,0.410132603423407,-3.24040858637108,0.00119358535906262,0.0493718962978269
"ENSG00000198586",3.93880260727391,2.09955777074215,0.649258635353332,3.23377719820323,0.00122164718812749,0.049481105533509
"ENSG00000207523",39.8222660776181,-1.18493828327193,0.367126526385166,-3.22760192497984,0.00124832559556401,0.0496674301688006
"ENSG00000207375",6.52878038080718,3.59602470237371,1.11449417604346,3.22659802058353,0.0012527131587868,0.0496674301688006
"ENSG00000278598",8.12421287074078,-1.81348541772325,0.561415646813064,-3.23020106051139,0.00123703191805732,0.0496674301688006
"ENSG00000276381",2.69838390714609,-4.20296755835523,1.30541110448724,-3.21965053300671,0.00128346955103389,0.0505310040022432
"ENSG00000212532",5.42417957430403,-2.01046133252542,0.625190703622199,-3.21575692165176,0.00130100980194961,0.0508658693401132
"ENSG00000131462",2.08231005594215,3.14963344017549,0.984760076836964,3.19837645154348,0.00138203738229868,0.0536611756023558
"ENSG00000178951",2.83484783819763,-2.50040512467602,0.786641654809826,-3.17858215286159,0.00147997271459092,0.0570701807064856
"ENSG00000011198",2.82366702445796,2.45132485289776,0.773767131490205,3.16803952136961,0.00153470656055417,0.0587782172511563
"ENSG00000245532",81.0149438085682,-1.09671461077212,0.347589162534182,-3.15520369730823,0.00160386085068531,0.0610117337118803
"ENSG00000200564",3.93395837036114,3.96744278646977,1.26260876048268,3.14225824391799,0.00167650097506865,0.0633469831519228
"ENSG00000235706",4.38182866656543,-2.20304540626936,0.704487236485323,-3.12716156116657,0.00176502904618025,0.0662474235332987
"ENSG00000200367",18.0913916362374,2.93062731029363,0.941378193462653,3.11312427953526,0.00185118046959626,0.0690208347273308
"ENSG00000172869",7.07369362682394,1.40658779300433,0.452272780824389,3.11004299316984,0.00187060114340271,0.0692860818247188
"ENSG00000198668",8.18478147641571,1.36211422515009,0.438739275957198,3.10460973018283,0.0019053023995171,0.0701101471194855
"ENSG00000264157",15.7440391279047,-1.35322594019866,0.436838672402505,-3.09777047154789,0.00194982380250309,0.0708226323102736
"ENSG00000273836",29.3597892318024,-1.57482298503926,0.508268179923332,-3.09840955472918,0.00194562347479076,0.0708226323102736
"ENSG00000100528",3.7619816772882,1.93473410861311,0.625566722727347,3.09277018473434,0.00198297632930215,0.0715651072690456
"ENSG00000125107",17.7345017426663,1.03976877003245,0.337338852413001,3.08226805953402,0.00205429752877544,0.073200601816492
"ENSG00000216060",14.6359212618863,-1.51013007483087,0.489727718832502,-3.08361160040315,0.00204504391515517,0.073200601816492
"ENSG00000207807",113.356830793021,-1.38204445290705,0.448663291638554,-3.08035999080672,0.00206750534439865,0.0732078936412855
"ENSG00000126777",12.294603072403,1.19254935278205,0.388597225685564,3.06885709407253,0.00214879352116553,0.0752343690845262
"ENSG00000161904",7.41475344090408,-1.42969024014945,0.465926887729187,-3.0684862320726,0.00215146241964631,0.0752343690845262
"ENSG00000138764",3.67673146053916,2.08677828705903,0.682387598516537,3.0580542372041,0.0022277925069007,0.0769476798395763
"ENSG00000077782",5.2044084271967,1.77334704924654,0.579687382382551,3.05914377842411,0.00221970591715396,0.0769476798395763
"ENSG00000265871",3.74206825349525,-2.10842906008567,0.691480061196846,-3.04915380558668,0.00229486958752537,0.0787811937668772
"ENSG00000170312",2.11672488998456,3.09059551929126,1.01512855979975,3.04453607324469,0.00233039481200612,0.079030405582693
"ENSG00000040199",5.27057687946134,1.60894276933933,0.528778509848083,3.04275370381746,0.00234424116026816,0.079030405582693
"ENSG00000206947",7.02093432384886,-1.62350188804461,0.533043051015517,-3.04572376462206,0.00232120984887324,0.079030405582693
"ENSG00000112759",4.96799496229697,1.63203811585851,0.537164838955931,3.03824449684876,0.002379608006044,0.0797451968692126
"ENSG00000115963",17.8907657144824,-1.08371819541505,0.357319389080248,-3.03291181092798,0.00242206371252819,0.0806876846244598
"ENSG00000272533",7.03312690196484,-1.46325095375297,0.483695507887718,-3.02514894162019,0.00248510714951899,0.0820200441322979
"ENSG00000199833",4.14021405577733,4.46181510019763,1.47526847849081,3.0244088891278,0.0024911949461142,0.0820200441322979
"ENSG00000138623",8.14845212593354,-1.30926414454981,0.433748749841522,-3.0184851138549,0.00254041882167393,0.0831544067792105
"ENSG00000251815",38.3061346333134,3.14242434046725,1.04344315089522,3.011591324138,0.00259882216757968,0.0836078217341348
"ENSG00000200593",9.20476765753114,3.4129573491721,1.13294223728491,3.01247251347186,0.00259128901759255,0.0836078217341348
"ENSG00000106153",2.67185401016316,2.54664586420562,0.844892712930612,3.01416478711512,0.00257687799715287,0.0836078217341348
"ENSG00000117479",2.86997589042645,2.39669397448682,0.798051548280658,3.00318191180797,0.00267172679320602,0.0854648968508517
"ENSG00000278637",1.71077802317821,3.16698709449677,1.05669249435979,2.99707541351993,0.00272583272680885,0.0867030409713775
"ENSG00000209482",394.309213199382,-0.974373197589511,0.325458082327622,-2.99385159102812,0.00275479906335376,0.0871321276779868
"ENSG00000199187",33.8548075796612,-1.31254446597972,0.438822390506409,-2.99106083548977,0.002780101021127,0.0874411661952235
"ENSG00000240750",5.4640569483765,-1.66131949151039,0.557775689430352,-2.97847239130674,0.00289689126552712,0.0897854885437094
"ENSG00000169679",3.07637898802278,2.22748660633006,0.748010428412227,2.97788175367857,0.0029024793809867,0.0897854885437094
"ENSG00000113368",3.37498368021854,2.01131263586336,0.674832012346873,2.98046417340011,0.00287811902205208,0.0897854885437094
"ENSG00000199593",18.3952448004641,3.18806695749174,1.0718719218979,2.97429841416764,0.00293659335945542,0.0903443749384372
"ENSG00000151150",3.53806952906042,2.02174602724477,0.680407253358613,2.97137635918058,0.00296468221175742,0.0907128307184471
"ENSG00000138160",2.79736166343602,2.48875864720949,0.838647109312842,2.96758746267985,0.00300146875144382,0.0907637484138931
"ENSG00000157456",4.55289733330373,1.69350544204419,0.570927805702257,2.96623395310224,0.00301471064891617,0.0907637484138931
"ENSG00000108679",14.5719384018165,-0.998893327287094,0.336510550242028,-2.96838635985903,0.00299367776132637,0.0907637484138931
"ENSG00000111786",3.51334956005761,1.94227138505954,0.656175835240757,2.95998615119209,0.00307652871771485,0.0909267409222269
"ENSG00000103187",5.00157149924731,1.61992775237309,0.547427078082572,2.95916628393151,0.00308472602418212,0.0909267409222269
"ENSG00000226950",2.38532126645119,-2.42377918669727,0.81836596157663,-2.96173020445244,0.00305915712620179,0.0909267409222269
"ENSG00000135338",1.73243607405514,3.18508843074474,1.07615201407958,2.95970122164286,0.00307937528356719,0.0909267409222269
"ENSG00000111412",12.1646383632008,-1.1216513256057,0.380060835075313,-2.95124154369506,0.00316499302737346,0.0910415612805727
"ENSG00000115902",3.04973367648898,2.14199095896427,0.725207184857644,2.95362622391108,0.00314064141972878,0.0910415612805727
"ENSG00000082781",8.78673042533818,-1.19410598991907,0.40467134238492,-2.95080443028566,0.00316947531278726,0.0910415612805727
"ENSG00000196428",5.23647109404693,-1.50825954785426,0.5108852912287,-2.95224695983482,0.00315470512464599,0.0910415612805727
"ENSG00000277157",3.84054696214048,1.99754289724205,0.675773820343293,2.95593412634319,0.0031172366046369,0.0910415612805727
"ENSG00000099194",18.4482859978735,-1.01002735415635,0.342852778781344,-2.94595061398205,0.00321963801334792,0.0912557372066816
"ENSG00000259932",1386.72279224308,1.57923566985873,0.536173402373418,2.94538233875106,0.00322555802915269,0.0912557372066816
"ENSG00000271886",1656.97564760968,-1.47209216233717,0.499648901331452,-2.9462531758088,0.00321649011156061,0.0912557372066816
"ENSG00000207988",6.17410876833618,-1.58520431557417,0.538576788596952,-2.94332089525022,0.00324711649374603,0.0914063292989508
"ENSG00000169410",3.87180783185005,1.80539687697473,0.61417097867999,2.93956722093087,0.0032867096794036,0.0920605746022003
"ENSG00000173530",55.1145753749105,-0.954354798167642,0.324911961159887,-2.93727197595539,0.00331113573255595,0.0922856147242079
"ENSG00000207980",3314.27974997564,-1.3960668381389,0.475589482598413,-2.93544514590904,0.00333069494571549,0.092373460809745
"ENSG00000135749",1.72639615839642,3.21358431978229,1.09541538437102,2.93366732440726,0.00334983041262597,0.0924487510935501
"ENSG00000202008",4.98083743065676,-1.60082749239038,0.546315679579527,-2.93022432309185,0.00338717388353842,0.0925717910889383
"ENSG00000210195",17.833069301523,-1.3933344719374,0.475466397919644,-2.93045834160689,0.00338462371681449,0.0925717910889383
"ENSG00000175970",4.62388597655554,-1.7228061806487,0.588857418810628,-2.92567627682848,0.0034370839004182,0.093482040383355
"ENSG00000207691",20866.4707654406,-1.56091911273363,0.534735510779396,-2.9190489153386,0.00351101125480945,0.0950336219450827
"ENSG00000164070",4.76438419772192,1.58222006790404,0.542563206050433,2.91619492486736,0.003543290543965,0.0954484486245117
"ENSG00000103534",4.48129100831538,-1.70812093595982,0.587270829822081,-2.90857445869959,0.00363080703794288,0.0973402077315163
"ENSG00000274697",5.18060417658109,-1.7850101181387,0.614646360922331,-2.904125415239,0.0036828060235305,0.097993701431705
"ENSG00000207954",6.82809127948609,-1.5274698181069,0.52607610202572,-2.90351493296349,0.00368999373064324,0.097993701431705
"ENSG00000116991",1.74320407686203,3.17636840542851,1.0985529532047,2.89141128441956,0.00383515854878698,0.0995020397680678
"ENSG00000213983",2.60159332787054,2.86091991280929,0.988603241806728,2.89390100277317,0.00380488102525173,0.0995020397680678
"ENSG00000141446",1.92496474034106,2.98564452745941,1.03074027529403,2.8966021790579,0.00377227775419452,0.0995020397680678
"ENSG00000252635",4.290700221318,-1.78400382939755,0.616418890883284,-2.89414204493505,0.00380196126870404,0.0995020397680678
"ENSG00000160209",8.36816517895995,-1.28561921731838,0.44455725191189,-2.8919092238162,0.00382908564067079,0.0995020397680678
"ENSG00000124766",22.9078075071047,-1.05643882713699,0.365692336409351,-2.88887330128359,0.00386624818080501,0.099848519531799
"ENSG00000207245",27.2898452626229,3.23589598745584,1.12206591420826,2.8838733504699,0.00392816699941096,0.100580948910046
"ENSG00000115904",6.22459833352336,1.46821550014853,0.509143071825273,2.88369926135887,0.00393033903378509,0.100580948910046
"ENSG00000211513",7.79581575777865,-1.3200185896982,0.458012889735108,-2.88205554752319,0.00395090077035319,0.100649644059224
"ENSG00000207605",9599.78063419094,-1.30855456463571,0.454904344001993,-2.87654884348605,0.00402049967552502,0.101961320600026
"ENSG00000147421",4.24022017204811,-2.0619243177391,0.717605511773744,-2.87333957712021,0.00406157293556845,0.102541056624441
"ENSG00000202472",39.1393263550247,-0.991601293292802,0.345632335063336,-2.86894828029066,0.00411839135764374,0.103511354212206
"ENSG00000118705",15.959425942778,1.06585958829962,0.371740448194671,2.86721445964754,0.00414102295169054,0.103617596524523
"ENSG00000163535",1.76217624498678,3.11954533169067,1.08890255168102,2.86485262329012,0.00417203360829062,0.1036375319764
"ENSG00000164944",5.7823953329674,1.40166772809714,0.489349006650308,2.86435184101392,0.00417863583634862,0.1036375319764
