"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000261441",52.7960782073218,1.49945633684364,0.390086860382098,3.84390372794123,0.000121092525508179,0.0219596485328509
"ENSG00000222937",113.843184814036,1.54634031456602,0.402907899951513,3.83794985095134,0.000124065810920061,0.0219596485328509
"ENSG00000222489",71.6458391574451,1.84465036843565,0.485849924589475,3.79674931511888,0.000146605910769975,0.022242211033959
"ENSG00000200488",3.41999121868083,-3.36795442954789,0.881052031855101,-3.82265099877982,0.000132024580228344,0.022242211033959
"ENSG00000210077",16.9026203387945,2.87416594838599,0.756270300004907,3.80044799903863,0.000144434726508235,0.022242211033959
"ENSG00000210112",15.6556225233608,2.71615282575213,0.715157284917933,3.79797966549948,0.000145880287834903,0.022242211033959
"ENSG00000202031",3474.01038483225,2.06598939926147,0.550886673360942,3.75029838107525,0.000176624272323317,0.0234468721509203
"ENSG00000222355",19.0835074787618,-2.94640002179826,0.782971226327552,-3.76310127719259,0.00016781919888403,0.0234468721509203
"ENSG00000252316",38.970448961157,3.17619571165082,0.844665704466763,3.76029912763648,0.000169710302993798,0.0234468721509203
"ENSG00000160959",4.80430774281285,2.38647203375146,0.635603261041045,3.7546566860634,0.00017357923342076,0.0234468721509203
"ENSG00000255717",4059.26318246128,1.61121949770379,0.431510151681229,3.73390867266096,0.000188530881757293,0.0236765714613995
"ENSG00000202314",479.725380372931,2.00947695294794,0.539600480445173,3.72400882832817,0.00019608406410006,0.0236765714613995
"ENSG00000140740",3.42193493484182,2.80314485468063,0.753898740747851,3.71819808572697,0.000200648910689826,0.0236765714613995
"ENSG00000209702",1135.57861273005,1.42902552755823,0.382952107252153,3.73160377106189,0.000190264603282438,0.0236765714613995
"ENSG00000207031",1940.25768954314,1.63789175474466,0.442307332228284,3.70306263405851,0.000213012264408721,0.0244561107894121
"ENSG00000221500",1078.34590711109,1.75451227979923,0.474669281640788,3.69628359714875,0.000218778576260857,0.0244571418935822
"ENSG00000251862",14.1929043948109,-1.55082467798366,0.430580699330128,-3.60170504715223,0.000316136929037015,0.0331010447962664
"ENSG00000252695",9.06748296800578,-1.68778588775145,0.468963380075877,-3.59897160302447,0.000319478068890518,0.0331010447962664
"ENSG00000252635",4.290700221318,-2.33306235341632,0.647719656348897,-3.60196318044052,0.000315823104026015,0.0331010447962664
"ENSG00000207349",2.93363232615244,-3.05495483867597,0.852548340301624,-3.58332154818946,0.000339252562052493,0.0341942506012041
"ENSG00000117143",4.3128852412784,-2.3033813083595,0.64374794874201,-3.57807945308515,0.00034612824290296,0.0341942506012041
"ENSG00000201772",58.6810506612109,1.44295209637936,0.404787877317554,3.56471173480172,0.00036425630119129,0.0351672901695591
"ENSG00000244514",2.5363306863094,-3.09928558632292,0.887334104700928,-3.49280566350768,0.000477974219462401,0.0451207663172506
"ENSG00000258947",19.0112549437358,3.10438929989864,0.896926557480889,3.46114101985968,0.000537890966309445,0.0486161877634579
"ENSG00000210082",4199.48227812823,1.48328559220967,0.428275127768264,3.46339419694777,0.000533406322770779,0.0486161877634579
"ENSG00000199568",39.109108820966,1.471167339897,0.426453403171304,3.44977277460262,0.000561058586383865,0.0496536848949721
